,Question_Links,Views,Upvotes,Spaces,Questions,Answers
145,https://www.quora.com/Is-it-worth-it-to-learn-Java-in-2022-despite-having-Python-and-Go-type-programming-languages-in-the-market/answer/Kamal-Raj-17,77,–,www.quora.com,Is-it-worth-it-to-learn-Java-in-2022-despite-having-Python-and-Go-type-programming-languages-in-the-market,"Every Language has its benefits, for Java it is the security it offers with object oriented programming. Much of the banking backend security is done using java only.
Python is good in simplifying automation at user level. Security is not compromised, but python will need additional code and care to implement security and proper testing is done.
Go ahead learn the language, you will be able to pickup Python with ease if you can learn Java.."
146,https://www.quora.com/Can-a-computer-solve-a-reCAPTCHA/answer/Kamal-Raj-17,53,–,www.quora.com,Can-a-computer-solve-a-reCAPTCHA,"Yes it can solve. You can use Python, Tensorflow models that are pretrained on numbers and letters and guess the best translations of the captcha and use it.
My question is what made you curious to ask this question?
The AI research has crossed the simple captchas and taken on much difficult tasks to solve the real world challenges like detecting cancer cells, detecting the places of interest with the pics..
Take a look at some of the research in AI that is posted by tensorflow and pytorch community."
147,https://www.quora.com/Who-is-the-best-teacher-for-learning-artificial-intelligence-online/answer/Kamal-Raj-17,135,1,www.quora.com,Who-is-the-best-teacher-for-learning-artificial-intelligence-online,"YOU
This is one feild where there is so many things you need to learn, from simple algebra to some time very complex transformation that involves multiple dimensions.
Only you can teach yourself. Teachers can only show that, such and such things can be done. Then you use your imagination to build further."
149,https://www.quora.com/What-is-the-order-in-which-I-should-learn-programming-language-as-a-beginner/answer/Kamal-Raj-17,20,–,www.quora.com,What-is-the-order-in-which-I-should-learn-programming-language-as-a-beginner,"simply start with a repetitive task that you want to automate. It could be inside the computer, or on the internet or outside in real world.
then begin by listing the steps for doing the activity.
you will start seeing some activities have dependencies, others you have no knowledge, still others that can be done by using some form of physical mecahanisms.
The above three steps art the problem identification stage. There are couple of steps more before you can start typing on your keyboard.The data structure and mechanism to collect data is decided. The algorithm to process is decided. All these steps are like solving puzzles.
Then you use the programming language that you know to code.
The order of learning to code starts by not learning to code but to sit and solve problems. Then try solving them differently with the data structures and algorithms others have used. Follow that by reading lots and lots of code written by others and identifying how they solved the problems.
The path to mastery may be convoluted. The journeyman decides to take the routes and try them. With Curiosity and child like enthusiasm. Have a great time with your learning journey…"
151,https://www.quora.com/Im-16-and-don-t-know-what-career-I-want-My-dad-wants-me-to-do-trades-but-I-m-not-sure-I-want-to-do-that-and-be-stuck-without-education-What-should-I-do/answer/Kamal-Raj-17,35,–,www.quora.com,Im-16-and-don-t-know-what-career-I-want-My-dad-wants-me-to-do-trades-but-I-m-not-sure-I-want-to-do-that-and-be-stuck-without-education-What-should-I-do,"Listen to your dad and join the trade of your dad. Yes I am telling you this because you can learn about people, places and things that no college or school will teach. Take his guidance but build your own vision for the business…
ONE Condition Do Not Marry. Have a girlfriend if you have the looks and charm. If not then purely concentrate on working your trade or learning new things
See you can enter into anything where you will have time to learn and explore new things. When you take on marriage and start a family then you will get stuck.
Where you Learn is not important. When you know how to deal with people. then you can teach others. Aspire to become so good at your trade that Biz school calls you for taking class..Remember the Great Lallu Prasad Yadav. He was called by IIMs to teach how he turned around Indian Railways.
You have to learn upto under graduate using distance courses. Remember that. Knowledge is power. Also use online courses that free from many universities. The Idea of asking you to join your dad’s trade is because, you will have time. Use it wisely.
All the best for your future and your family."
152,https://www.quora.com/Which-is-better-a-BSc-in-programming-and-data-science-from-IIT-Madras-or-a-BTech-in-Data-Science-from-Manipal-University-Which-degree-will-be-having-a-high-scope-and-salary-in-the-future/answer/Kamal-Raj-17,61,1,www.quora.com,Which-is-better-a-BSc-in-programming-and-data-science-from-IIT-Madras-or-a-BTech-in-Data-Science-from-Manipal-University-Which-degree-will-be-having-a-high-scope-and-salary-in-the-future,"I have not been to IIT however from the friends who studied there, they talk about the intense competition and single minded approach towards success. That atmosphere itself can propel you forward and search for opportunities like a Hacker. Hacker who is always ready to contribute…
Even though programming is more important, ability to understand the theory behind the datascience calls for a full undergraduate course and the rigour it brings with it. Manipal can offer you that for sure. You will become an engineer by heart. Engineer who loves to build things.
So there you see the two routes and where they will lead you. All the very best"
154,https://www.quora.com/As-a-beginner-with-a-commerce-background-where-do-I-start-from-in-order-to-learn-Artificial-Intelligence/answer/Kamal-Raj-17,163,–,www.quora.com,As-a-beginner-with-a-commerce-background-where-do-I-start-from-in-order-to-learn-Artificial-Intelligence,"Start with entry level course on python. Try to understand how programming solves some basic problems with numbers, arithemetics and algebra. You will also get introduced to simple data structures like lists, dictionaries.
Then you can try automating some of your commerce problems in python. Take simple ones, that you can easily write with python syntax. Then make use of that program and create a function that you can call with different input values.
This is the point where you can think about the machine learning or artificial intelligence. The domain has many practitioners and experts. They contribute by creating libraries, blogs, books and tutorials that you can read and try implementing.
As you practice this way, you will also come across many resources, that you can learn from. Sthrt slow and steadily progress…"
156,https://www.quora.com/Can-I-master-Al-ML-deep-learning-cyber-security-etc-without-going-to-college/answer/Kamal-Raj-17,87,–,www.quora.com,Can-I-master-Al-ML-deep-learning-cyber-security-etc-without-going-to-college,"Yes you can
If you are young then better go to college, there are other benefits of being with likeminded guys and girls. That part of your life is a gift to cherish. Now I am done with that so getting down to business…
The college provides you all the necessary courses, and provides you exam and teachers to train you. When you do it yourself then, you have to find alternate for the teachers, exams and a way to train.
Teachers are easy to replace. Online courses give you the necessary teachers. Exam is also easy to replace by attending the certification exams or online examination sites.
Way to train is most difficult to replace. Training means not just repeating what is in the book or course. It means able to use your knowledge in real life scenario. This takes lot of effort and time. This effort you will put in college too, but there you will be paying for doing it. Here you will do it with WILL power.
Then there is the material that you train on. This is another challenge that you will encounter. This can be sorted out by exploring both online and offline books stores and libraries. I prefer http://z-librar
y.org. You can explore lot of books and choose the one to practice or 10, if you want.
That is how I have been learning to program, understand AI and ML. The knowledge and ability to imagine rapidly increases. The self confidence builds up. The world seems to be easier place to live. On top of it all there is no debt to repay to banks…
That is just the start. Get ready to really hack your way to the top. It is possible…"
158,https://www.quora.com/Which-Apple-laptop-will-be-the-best-for-deep-learning-and-testing-AI-models/answer/Kamal-Raj-17,404,1,www.quora.com,Which-Apple-laptop-will-be-the-best-for-deep-learning-and-testing-AI-models,"Buy a laptop that is powerful and runs on linux for easy setup of the work environment. There are many libraries and modules that will need to access your processor and work with the RAM closely.
Mac is not very friendly at that level of access. There will be pesky problems, and you will spend more time correcting the setup rather than working on deep learning.
Btw there are many open platforms like kaggle where you can use their processing power from your laptop. if you plan to do that then, go for MAC."
159,https://www.quora.com/Have-highly-creative-individuals-developed-robust-whole-brain-connectivity-that-allows-them-to-connect-the-dots-between-many-neural-networks/answer/Kamal-Raj-17,73,–,www.quora.com,Have-highly-creative-individuals-developed-robust-whole-brain-connectivity-that-allows-them-to-connect-the-dots-between-many-neural-networks,"Creativity has become a surplus commodity and everywhere you turn today there is some of creativity. Creative individual and the brain of non creative individual is same at the level of hard-ware. Even the most brilliant Dali or Leonardo had same brain like you and me. All over brain is fully connected, as the brain scientists proved many times.
What is different then? Their Habit, Characters and their way of training the, so called creative brain. Like a muscle, they use the brain, feed it and cherish it. They inspire that brain constantly with stimulation. Then know how to shut down the chatter of anxiety and harmones to really listen to what it says.
The idea that creative people need to be famous is another challenge this “getting things done” society has gotten us into. Many creative guys start many projects and abandon them if they are not interested. They are very specific in using their time differently.
Whether Tesla, Leonardo or mordern day Musk or Mark, all do things with their own time. They want the time to be theirs and not to be sold for a salary. This is again not how the brain is connected. How it steers towards spreading its ideas and memes more.
The discussion on creativity is very deep and brain is only a small part of it. Have awe for Creativity. It is outside the Brain."
160,https://www.quora.com/What-is-the-use-of-artificial-intelligence-and-robotics-in-the-healthcare-industry/answer/Kamal-Raj-17,85,1,www.quora.com,What-is-the-use-of-artificial-intelligence-and-robotics-in-the-healthcare-industry,"Deep learning and Reinforced learning has been used extensively by Deep Mind recently, to win CASP competition. The Protien Folding competition. The end result of this competiton is to get sonution to find how protien forms complex organisms. This is revolutionising the healthcare industry.
The idea of protien folding is converted into a game, and the AI name AlphaFold was created. The solution accuracy was less than 80% for long time, and with advent of Deep Learning the breakthrough was achieved.
Even the Corona protien was given in the competition, and the folding was predicted with high accuracy. The techhology used is not just the Deep learning, but the ingenuity of the team working at Deep Mind played major role in using the AI learning patterns for effective problem solving
What it means to Humanity? Longer life, pleasant environment, and more leisure and wealth? Hmm, it is all possible in how the technology is used."
162,https://www.quora.com/What-is-AlphaCode-and-why-are-programmers-afraid-of-it/answer/Kamal-Raj-17,25,–,www.quora.com,What-is-AlphaCode-and-why-are-programmers-afraid-of-it,"Who really has to be afraid is School students and not well trained hackers, coders and programmers.
Take a look at the above github repo where the actual alphacode program is shared with the world. The entire code and the internal workings of the logic can be learnt by any one who is ready to spend time and think. That is all it takes to overcome the AI.
The test platform bezel and the gsutil provided by google can be downloaded by anyone with a intenet and ability to read. So all this even entry level programmers can do. Those experienced will directly fork the github and start expermenting.
There are couple of tangential application to this AI. Suppose AI can write the mails that you type to clarify the problem your customer has
When you pose a problem that you are facing, the AI can literally score thru quora and provide list of solutions. This is same as coding, and the idea used in creating the Alphacode may be used by hacking the code.
This way of making one idea into another is the simple but effective way we humans and more importantly coders and hackers will be on top of the food chain."
165,https://www.quora.com/Is-Machine-learning-used-in-medicine-Feeding-the-model-1000s-of-images-of-cancer-and-tumors-The-machine-would-be-able-to-locate-it-from-past-pictures-and-tell-you-what-it-thinks-it-is-in-terms-of-cancer-and-what/answer/Kamal-Raj-17,10,–,www.quora.com,Is-Machine-learning-used-in-medicine-Feeding-the-model-1000s-of-images-of-cancer-and-tumors-The-machine-would-be-able-to-locate-it-from-past-pictures-and-tell-you-what-it-thinks-it-is-in-terms-of-cancer-and-what,"Yes it is used. But not by feeding pictures…. It is more advanced.
Deep learning and Reinforced learning has been used extensively by Deep Mind recently, to win CASP competition. The Protien Folding competition.
The idea of protien folding is converted into a game, and the AI name AlphaFold was created. The solution accuracy was less than 80% for long time, and with advent of Deep Learning the breakthrough was achieved.
Even the Corona protien was given in the competition, and the folding was predicted with high accuracy. The techhology used is not just the Deep learning, but the ingenuity of the team working at Deep Mind played major role in using the AI learning patterns for effective problem solving
What it means to Humanity? Longer life, pleasant environment, and more leisure and wealth? Hmm, it is all possible in how the technology is used."
167,https://www.quora.com/How-do-you-get-into-Deep-Learning-in-practice-Im-18-but-Im-afraid-books-and-online-courses-wont-be-enough-to-start-working-on-my-own-projects-art-and-music-generation-Im-kind-of-lost-on-Kaggle-Could-you-help-me/answer/Kamal-Raj-17,87,–,www.quora.com,How-do-you-get-into-Deep-Learning-in-practice-Im-18-but-Im-afraid-books-and-online-courses-wont-be-enough-to-start-working-on-my-own-projects-art-and-music-generation-Im-kind-of-lost-on-Kaggle-Could-you-help-me,"I was in similar situation and bit lost in kaggle. After 12 months of practice, completing all the kaggle courses, see the outcome below. You can see the associated kaggle notebook, here
The charts shows the story, and it was possible by python, and kaggle notebook. Before this 12 month of practice, I was also lost for 2 years….
So what clicked???
The solution is simple. Head to Kaggle courses page and start one course at a time. No pressure.. Go steadily and learn the chapters, and enjoy the following code exercises and getting simple answers first. You have to spend time in figuring out the correct answers, before you check their hints and solutions. (Avoid the urge to complete the exercises and move forward, I did that the first time and got lost completely)
You have to read up on the related books on the course. For example, the intro course is on Python. When you complete the course, take Python for dummies kind of book and go thru it. You will see some points you learnt in the course come in the book and explained with new example.
When you do this, you will start connecting the dots and start trying out new things with python. Then move to the next course. Do the same. Give Yourself 3 months to finish the courses. Steadily, you will start understanding the Language and the Platform. Imagination is the key here. Thinking how the concepts you are learning can be applied in real world problems, as you go through the courses is important.
If you are wondering where to get all the books, then head to Z-Library. The world's largest ebook library.
This site has every book that a aspiring teenager needs. All you need is a smartphone with big screen, and good internet connectivity. I am sure, you have these two available.
By the end of 6 months you would have read atleast 100 different books and have done lot of exercises. You will have your fav books too. That point, you can look at related things like Git, software engineerig, Data structures and read more on them specifically. All this time you will be practicing it too.
This is the way to move forward, and as you see there is lot of practicing, reading and typing involved. To get through all this, you need to have the inspiration. Motivation will take you only to some distance, the rest is covered by your inner image of what you really want to become by using the coding skils.
For me Inspiration is Nikola Tesla, and the Warren Buffett. They have given their entire lives to find how certain aspect of this reality works, and shared it with the world. Whenever I find myself lost during the practice, or in the early morning feeling tired to wake up, it is the inspiration to share my findings, and knowledge that wakes me up.
The solution works and in process makes you confident, and creative. Able to provide answers, and ideas is very empowering. All the very best for your journey. Kagglers, and the Python community, Stackoverflow are there to help when you are stopped by errors. Before asking support, google your error and see if there is solution already and try it out. Yep, that is all you need to know..
Have a great journey.. see you the other side!!!!"
169,https://www.quora.com/How-can-I-pursue-my-career-in-artificial-intelligence-and-machine-learning-after-doing-a-B-Sc-in-Physics/answer/Kamal-Raj-17,102,–,www.quora.com,How-can-I-pursue-my-career-in-artificial-intelligence-and-machine-learning-after-doing-a-B-Sc-in-Physics,"There are multiple options to choose depending on the time you have got.
Easiest is to enrol in the courses offered by the many universities. Just take any masters degree on ML and AI to pursue. That in itself will not land you a job as is the case with any degree. You have to prove that you can use your knowledge in real world scenarios.
So as you are doing the course, start contributing to communities like Kaggle, Quora with your knowledge. There is so many real problems that can be solved, but the courses offered will not show every thing. So what to do?
Read a lot of machine learning books. It can be about the programming, the libraries, the cookbook usecases, visualisation ideas. Read atleast 250 Books. That is the important point in any career. The more you read, more your knowledge will grow. More you will contribute.
Happy life to you."
170,https://www.quora.com/Is-Neuralink-available/answer/Kamal-Raj-17,242,1,www.quora.com,Is-Neuralink-available,"Still in the early stages of medical testing. will take more time to become mainstream. Even after mainstream, the chip will be used for those with disabilities. this is what the company claims.
No the chip cannot completely control the humans still. My estimate, It will take another 5 years of research to make that powerful a chip."
171,https://www.quora.com/Who-are-the-biggest-NFT-buyers/answer/Kamal-Raj-17,8,–,www.quora.com,Who-are-the-biggest-NFT-buyers,"Your Question can be answered by Dune analytics or Nansen. The reason for directing to that service is, not that you will get the answer, you will see how the any data can be quried and shared or used to make decisions."
173,https://www.quora.com/What-are-some-project-ideas-for-a-final-year-data-science-student-Beginner-to-intermediate-level/answer/Kamal-Raj-17,60,–,www.quora.com,What-are-some-project-ideas-for-a-final-year-data-science-student-Beginner-to-intermediate-level,"Think about an end to end project that starts with data gathering, cleaning, wrangling, feature engineering, multiple model generation using your favourite algorithms.
It is best you head to kaggle and take a competition dataset and try to model the data. You can show your data analysis provess followed by reliable feature selection process.
if that seems easy(which is not the case), you can start by scraping the data from the net and come up with some unique insights or finding and model based on that.
Whatever you do, maintain good version control and use lot of comments in your code. Open a github repo and maintain all code there. If you are using kaggle, then maintain your notebooks and link them to github repo.
Have a great career ahead."
175,https://www.quora.com/How-can-the-human-brain-control-an-artificial-machine/answer/Kamal-Raj-17,33,–,www.quora.com,How-can-the-human-brain-control-an-artificial-machine,"Our brain is controling the smart phones in our hands. So in the same way it can control any machine.
If you are thinking how will the brain control artificially intelligent machine, then the answer is interesting.
The linkage between the AI machine and brain won't be hands, it will be direct interface to the neurons. The machine will directly learn what the brain has to communicate in electrical pulses and do the actions. This is the concept behind neuralink.
The idea seems daunting, but it is simply the classification and regression problems the AI models are becoming good at solving. So the answer is, with Thoughts and thinking."
177,https://www.quora.com/What-are-the-features-of-the-AI-enabled-computer-by-Facebook-META/answer/Kamal-Raj-17,76,–,www.quora.com,What-are-the-features-of-the-AI-enabled-computer-by-Facebook-META,"All computers are AI enabled not just Metàs computer. The issue is the speed with which the computer solves the equations. The hardware is simply highpowered, with more gpu along with cpu that can crunch more numbers.
There are existing cloud computing services being used widely by the datascience community. Infact the data for the below chart came from the recent survey done in the kaggle community. The data can be checked here,
The below chart was created from the Kaggle Notebook. Yes, that makes me a Kaggler. When I entered the world of data, I knew only Jupyter notebook that is now bundled with Python portable distributions. The learning curve brought me to Colab and Kaggle.
There some thing intriguing in the above chart? Many of them don’t use any of the services shown above. What they use? Their own laptops, desktops or the internal service their company IT provides. Surprised!!
The AI or machine learning is a very old technology. The idea was used in Aerospace, Automotive and other high end design decision making. Even the laptop cooling is simulated using the equations.
The story is just starting. The data and its conclusions are unpalatable to many decision makers in this world. So after doing the grunt work with the above compute services, the decisions and supporting data needs to be again visualised. If just peek in the below chart one will be astonished at the choices for the business intelligence softwares.
Because it is finally businesses that use the results coming from the AI solutions. The data needs to be made pallatable to the decision makers. In this case the decision maker is you the reader and future top shot executive or engineer deciding the fate of your company and business.
It is not the next shiny compute processor, or the quantum chip that is going to change the world. It is how these compute resources are being used. We came this far, by using very simple micro processors. Like our brain, most of these processor powers are still under utilised all over the world. Even in your own laptops and desktops.
How to tap into that processing power? Learning to Program.
Yes, that is the only way to collectively grow. Learning to program will enable and empower everyone to decide based on the data available freely out there. The power will not reside in the companies like Meta, or Google (Kaggle is part of Alphabet, they are altruistic till now). It is not how much power or what features something has, it is how creatively and aggressively the power is used…."
178,https://www.quora.com/Can-AI-make-a-movie/answer/Kamal-Raj-17,251,–,www.quora.com,Can-AI-make-a-movie,"It is already helping to create stories which might be incoherent at this moment. The key for this is advances in the NLP field.
There are many libraries like Spacy and OpenAI GPT3 which can create essays and stories by using LSTM and RNN algorithms. The intricacies of the algorithms can be learnt as most of the difficult math is abstracted by simple functions and libraries.
Check it out."
179,https://www.quora.com/Is-a-blockchain-career-better-than-a-career-in-machine-learning/answer/Kamal-Raj-17,279,–,www.quora.com,Is-a-blockchain-career-better-than-a-career-in-machine-learning,"Machine learning is a discipline while blockchain is a technology. So go ahead and learn about it. Then you need to learn for using that knowledge of blockchain in machine learning projects.
There are many things in blockchain will need the help o# machine learning. So keep an open mind. Have a great career ahead"
180,https://www.quora.com/Is-it-true-that-Facebook-shut-down-its-artificial-intelligence-because-the-AI-researchers-discovered-it-had-created-its-own-language/answer/Kamal-Raj-17,290,–,www.quora.com,Is-it-true-that-Facebook-shut-down-its-artificial-intelligence-because-the-AI-researchers-discovered-it-had-created-its-own-language,"It was this question that really got me into AI and ML. When I found that, the answer for the question was “NO”, the idea that I could one day make the AI to discover a language got me more interested and pushed me to understand the NLP models deeply.
There is a possibility that such a language creation might happen between the algorithms in the metaverse in near future as more algorithms populate. This moment there are so many libraries that the AI researchers use to help computer do some difficult things which the rule based programming cannot do.
There is the concept of self supervised learning algorithms that will make the headlines soon by creating such languages."
182,https://www.quora.com/Which-are-the-best-online-courses-for-machine-learning/answer/Kamal-Raj-17,45,–,www.quora.com,Which-are-the-best-online-courses-for-machine-learning,"Start by going to Kaggle: Your Machine Learning and Data Science Community
and take their free courses from Python to Advanced SQL. That is sufficient for you to get the basics.
Then you can branch out to the type of Machine Learning or Data Analysis domain that interests you. You will need special training in advanced topics, but remember to use the resources like Stack Overflow - Where Developers Learn, Share, & Build Careers
and Hot Questions - Stack Exchange
to come out of the errors that you encounter.
Atleast 8 months of constant studying, practicing and trying new exercises and tutorials are a must. You can get free books from Z-Library. The world's largest ebook library.
which can provide hands on inspiration, and access to data and exercises. The books usually have GitHub: Where the world builds software
repositories, from where you can learn the algorithms and code very fast.
Before spending money, trial run yourself with these free resources. If you still find the domain interesting, then enter it. Else, there are other rewarding domains too. Keep exploring, and growing."
183,https://www.quora.com/Are-there-other-applications-of-Alphazero-or-Alphago-similar-algorithms-to-other-problems-except-games/answer/Kamal-Raj-17,83,1,www.quora.com,Are-there-other-applications-of-Alphazero-or-Alphago-similar-algorithms-to-other-problems-except-games,"Metaverse : Land of Algorithms
Being a avid fan of #videogames, I got smitten by Metaverse. Take any game you play, you will be the protagonist. You need to get something, and the game places hurdles in between. Simple.
Games are simply processes, that have strategies and tasks.
Metaverse is a glorified Massive Multiplayer Online Game. Tomorrow there is an application, which opens you or your avatar to this Metaverse. What will you do there? How long will you be there?
Will you be playing for all your life & looking at ads and others who just pixels like your avatar??? It is not logical. There is something missing.
Yes, we will be playing but we will be doing it differently. We will not control our avatars. Avatars will be Reinforced Learning or Self-supervised learning algorithms that do things for you and with others. Alphago and Alphastar are such RL algorithms. You can spawn as many avatars of yourself, and populate the metaverse(fees will be crypto!! or compute/ electric power), and get #work done
Hold on WORK!!!, no play?? Work will be the Crucial to Metaverse
Think FB or Linkedin, when these products were marketed their USP was connecting supply and demand. After many ""pivots"" their USP is still ""Connecting Supply to the Demand"". The supplies and demands can be different. So...
What will be the Demand and Supply in Metaverse?
No it is not Attention. When the 8 billion or so enter the Metaverse there will be no issue of Attention. The issue of bringing money to the economy will be solved. Work and money will be un-tied as more machines take over. What will Metaverse supply. It will be supply and demand of #connection and #Work.
WORK
Yes, it will be work that needs conscious attention of an human being that needs to solved with intuition, creativity and skill. When your avatar gets into trouble with the world or other avatars, your work starts. There are myriad of process that will be run by your avatars that are constantly learning and doing. Your avatar plays, and you direct it.
CONNECTION
When your Alexa like avatar replaces you in the phone calls, and meetings the major issue will be getting real human connection. More people start moving away from the city, to their own land and population starts reducing with increasing life expectancy, the demand for real connection will sky rocket. Human connection at level of telepathy.
What if your avatar falls in love (gets in sync) with another avatar, and you can see how it unfolds, in metaverse? (Algorithms syncing? If they can learn, then syncing will be more easier) Algorithms have created telepathic connection between two people.
There will be always people not entering metaverse, and contended being in the reality. Today we have citizens and netizens. Tomorrow we will have humans and #metavatars(#metavs for short).
What will be the next driving force for human improvement? We have to wait and see, or decide it today.
Imagination is crucial for not only human survival but to be happy. The way tech can make this happen is in our hands. Imagine well…."
185,https://www.quora.com/Where-do-snipping-tool-snips-get-saved/answer/Kamal-Raj-17,5K,2,www.quora.com,Where-do-snipping-tool-snips-get-saved,"It stays in the clipboard of your system.
There is an option to look at what is saved in your clipboard. Enable that option on your linux or windows. Then you can see multiple clips that you snipped"
186,https://www.quora.com/What-makes-human-learning-different-from-machine-learning/answer/Kamal-Raj-17,76,–,www.quora.com,What-makes-human-learning-different-from-machine-learning,"Humans DONT LEARN, Human Brain REINFORCES. In Machine learning, then Reinforcement Learning comes close to mimicing the processes humans do in reality
Human brain categorises the various stimuli to our sense organs, and give back responses to the environment. Based on the responses we give, new stimuli comes back in a different way.
Take an example of the fruits below… that is a external stimuli. The response an human gives depends on his brain, and body make up at the moment he recieves the stimuli. Consider he is hungry, his brain propels him towards the fruit and he picks it up, and eats it(response). Body generates a stimuli to the brain
This time the stimuli is reduction of hunger and brain responds by secreting dopamine. The cycle continues in many types of stimuli, and the response changes. Every stimuli, and its response has been categorised. The categories are different for every human, acoss space and time. This process is simplified “Learning mechanism” humans.
This can be verified by the recent advances in the Reinforcement Algorithms that have taken up complex challenges. Alpha Go and its successor Alpha Star has been playing games against experience players of GO/ Starcraft and winning!!! That doesn’t make them Human, in any logical sense. They are still mimicing Humans, not humans.
We live only ones. Machine Learning Models die and instantiate a trillion times. The parallel of human life just being a program, has been discussed in depth in movies and comics. In real world(if you don’t consider the games as real world), there are certain issues the AI faces. Notable of them is Time and Opportunity to fail. Fail in ways Humans fail and learn from the failures.
Many of the activities we humans do are long term focused, and single time opportunities. You cannot grow up all over, by being born today.. (not likely, unless you can clone!!!) While this can be a huge issue to RL, since RL works by making many iterations, failing and then learning from them.
The RL also does a lot of simulation in order to learn. To simulate the reality takes lot of resources, and more complicated the simulation longer it takes to run. If the simulation is not complex enough, then RL will face unforeseen challenges when it is tested in the reality. (That is not a topic to discuss here)
We are forgeting one major point. We humans are CONSCIOUS. Brain is not the center of Consciousness, the MIND is. Mind is outside our Brain, the environment itself acts as part of the Mind. The sights, smells trigger hidden memories, don’t they. RLs cannot really absorb the details from the reality surrounding it in a way we are doing. They are not Conscious, the way we humans are."
188,https://www.quora.com/Which-area-of-machine-learning-is-closest-to-how-humans-learn/answer/Kamal-Raj-17,49,–,www.quora.com,Which-area-of-machine-learning-is-closest-to-how-humans-learn,"Humans DONT LEARN, we REINFORCE. In Machine learning, then Reinforcement Learning comes close to mimicing the processes humans follow…
Human brain categorises the various stimuli to our sense organs, and give back responses to the environment. Based on the responses we give, new stimuli comes back in a different way.
Take an example of the fruits below… that is a external stimuli. The response an human gives depends on his brain, and body make up at the moment he recieves the stimuli. Consider he is hungry, his brain propels him towards the fruit and he picks it up, and eats it(response). Body generates a stimuli to the brain
This time the stimuli is reduction of hunger and brain responds by secreting dopamine. The cycle continues in many types of stimuli, and the response changes. Every stimuli, and its response has been categorised. The categories are different for every human, acoss space and time. This process is simplified “Learning mechanism” humans.
This can be verified by the recent advances in the Reinforcement Algorithms that have taken up complex challenges. Alpha Go and its successor Alpha Star has been playing games against experience players of GO/ Starcraft and winning!!!
In real world(if you don’t consider the games as real world), there are certain issues the AI faces. Notable of them is Time and Opportunity to fail. Many of the activities we humans do are long term focused, and single time opportunities. You cannot grow up all over, by being born today.. (not likely, unless you can clone!!!) While this can be a huge issue to RL, since RL works by making many iterations, failing and then learning from them.
The RL also does a lot of simulation in order to learn. To simulate the reality takes lot of resources, and more complicated the simulation longer it takes to run. If the simulation is not complex enough, then RL will face unforeseen challenges when it is tested in the reality. (That is not a topic to discuss here)
We are forgeting one major point. We humans are CONSCIOUS. Brain is not the center of Consciousness, the MIND is. Mind is outside our Brain, the environment itself acts as part of the Mind. The sights, smells trigger hidden memories, don’t they. Programming these into RL is still a long shot, but we can safely consider RL comes close to the way Humans operate in this Reality."
191,https://www.quora.com/How-could-you-explain-what-is-a-subroutine-in-programming-to-a-layman/answer/Kamal-Raj-17,23,–,www.quora.com,How-could-you-explain-what-is-a-subroutine-in-programming-to-a-layman,"Subroutine is a helper.
An activity that is done repetively is a routine, and each routine will have multiple smaller routines. Lets take an example.
To make a cup of black tea is a routine. There are multiple steps to get black tea from water and tea bag. Dipping the tea bag in the hot water for either, 10 times, or until color sufficienty black or a fixed duration is a “Sub-Routine”
There are similar conditions in programming that processor executes. In computers, the sub-routines abstract the complexity of the routine and leave it to the experts. Even the sub-routines act as a security to avoid the sensitive data being leaked.
Most of the sub-routines will take care of low level heavy lifting work like writing numbers , objects to the memory and retriving it when required. The above picture shows the process of person searching a number with a lens, in the memory. This is laborious process, which is done by simple indexing, and sorting subroutines."
193,https://www.quora.com/How-is-artificial-intelligence-being-used-in-e-learning/answer/Kamal-Raj-17,82,–,www.quora.com,How-is-artificial-intelligence-being-used-in-e-learning,"Online Education is rapidly evolving everyday. The continued lockdown due to variants of COVID is making the delivery of education will see a complete shift.
Before even thinking roles of AI in this domain, one has to get some perspective on the penetration of Online Education. Learn Platform USA has shared their anonymised customer data, through Kaggle. Below are some of the findings
The data gives all the above information, which can lead to decisions that will help the businesses and the students ultimately. Below we can the product that is used the most.
Following that we can see how the various US cities and the school districts that are using the Online platform.
The below kaggle notebook can share the codes, and the data that were used for making the above charts.
Above is an the application of data analysis in Online_Education. Even the data analysis can be automated with AI. The usual process is, before unleashing the AI on any application, the data analysis is done. The appropriate AI can be used for the specific challenge strategically.
AI can be broadly categorised into the following
Of the above, Computer Vision and Natural Language Processing can be used in Online platform, and make it more efficient. There are many places like shown below.
Computer Vision:
Natural Language Processing:
This type of AI application is booming in many ways.
The answer shared is for reference purpose only. The data shared can be easily checked by anyone interested. The power is the level of DEMOCRATISATION, the data allows every one to participate and contribute."
194,https://www.quora.com/Why-doesnt-the-same-concept-apply-to-learning-real-world-machine-learning-engineering-since-it-is-said-that-learning-anything-under-the-tutelage-or-guidance-of-a-very-experienced-tutor-cuts-down-time-frames-that-is/answer/Kamal-Raj-17,14,–,www.quora.com,Why-doesnt-the-same-concept-apply-to-learning-real-world-machine-learning-engineering-since-it-is-said-that-learning-anything-under-the-tutelage-or-guidance-of-a-very-experienced-tutor-cuts-down-time-frames-that-is,"Good day and thanks for asking this qoestion.
Machine learing and real world learning has different purposes. Real world learning, one learns to navigate this world easily and gain self actualisation. While ML is done for automating the rule making and modeling so the real world can be seen with a different lens.
Models are just algebra equations with many variables in form of matrices. In real world the models we learn are stored in differently in our brain. So the learnings cannot be compared."
